"","word1","word2","n"
"962","banking","approved",1
"963","banks","buy",1
"964","bar","ricade",1
"965","barbara","calif",1
"966","barely","time",1
"967","barred","battered",1
"968","barren","fields",1
"969","barriers","raised",1
"970","barring","war",1
"971","barry","goldwater",1
"972","baseball","aver",1
"973","baseball","game",1
"974","baseboard","heating.txt",1
"975","basic","claim",1
"976","basic","content",1
"977","basic","contest",1
"978","basic","designs",1
"979","basic","element",1
"980","basic","error",1
"981","basic","federal",1
"982","basic","liberties",1
"983","basic","organization",1
"984","basic","purchasing",1
"985","basic","purpose",1
"986","basic","question",1
"987","basic","rate",1
"988","basic","reason",1
"989","basic","structure",1
"990","basic","theory",1
"991","basic","unit",1
"992","basin","approximately",1
"993","basin","project",1
"994","battle","lines",1
"995","battle","waged",1
"996","bay","city",1
"997","bearing","praise",1
"998","beats","time",1
"999","becker","chadwick",1
"1000","beckhoffa","behavior",1
"1001","befell","thomas",1
"1002","beget","hysteria",1
"1003","behavior","begins",1
"1004","behavior","overbalancing",1
"1005","behavior","pattern",1
"1006","belief","prevails",1
"1007","believed","dulles",1
"1008","bell","timmerman",1
"1009","beloved","president",1
"1010","ben","moreell",1
"1011","bene","fits",1
"1012","beneficial","effect",1
"1013","benefitcost","ratio",1
"1014","benefits","paid",1
"1015","benighted","oppres",1
"1016","benign","ruler",1
"1017","benjamin","disraeli",1
"1018","bennett","dewey",1
"1019","bennion","committee",1
"1020","benson","farm",1
"1021","bernard","baruch",1
"1022","bernard","mcfeely",1
"1023","bers","pepper",1
"1024","bert","hoover",1
"1025","bevan","trade",1
"1026","bewildering","variety",1
"1027","bian","american",1
"1028","biased","economics",1
"1029","bicentennial","convocation",1
"1030","biennial","elections",1
"1031","biennial","milking",1
"1032","bifocal","record",1
"1033","bigger","planes",1
"1034","bigname","figures",1
"1035","bill","recognizes",1
"1036","billion","bushels",1
"1037","billion","immensely",1
"1038","billion","increases",1
"1039","billion","line",1
"1040","billion","mark",1
"1041","billion","raised",1
"1042","billion","wheat",1
"1043","billions","undertake",1
"1044","bills","business",1
"1045","bills","h.r",1
"1046","bills","innumerable",1
"1047","bills","introduced",1
"1048","billy","graham",1
"1049","bipartisan","statistical",1
"1050","birth","rate",1
"1051","bit","sad",1
"1052","bitter","anger",1
"1053","bitter","feuds",1
"1054","bitter","frustration",1
"1055","bitter","haters",1
"1056","bitter","indignation",1
"1057","bitter","jest",1
"1058","bitter","lessons",1
"1059","bitter","lines",1
"1060","bitter","memory",1
"1061","bitter","opposition",1
"1062","bitter","provocation",1
"1063","bitter","truth",1
"1064","bitterly","criticized",1
"1065","bitterly","opposed",1
"1066","bizarre","utopianism",1
"1067","black","knightserrant",1
"1068","blatant","examples",1
"1069","ble","reporter",1
"1070","bleak","conclusion",1
"1071","bleak","house",1
"1072","blind","acceptance",1
"1073","blitz","tactics",1
"1074","bloated","organization",1
"1075","blue","chip",1
"1076","blue","cross",1
"1077","blue","mondays",1
"1078","blue","shield",1
"1079","bluechip","pool",1
"1080","blunt","letter",1
"1081","blunt","speech",1
"1082","board","ap",1
"1083","board","de",1
"1084","board","neatly",1
"1085","board","receives",1
"1086","boards","rejection",1
"1087","boating","swimming",1
"1088","boddy","publisher",1
"1089","bodine","electric",1
"1090","bodine","engineers",1
"1091","body","build",1
"1092","body","marxists",1
"1093","body","moved",1
"1094","body","structure",1
"1095","body","types",1
"1096","bond","issue",1
"1097","bonds","principle",1
"1098","bonds","sell",1
"1099","bonds","substantiating",1
"1100","bondsale","drives",1
"1101","bonne","ville",1
"1102","book","don’t",1
"1103","book","pollsum",1
"1104","bookkeeping","gimmick",1
"1105","bookkeeping","gimmicks",1
"1106","borough","council",1
"1107","borough","labor",1
"1108","borrowing","capacity",1
"1109","bounty","economics",1
"1110","bovine","classification",1
"1111","bovine","sort",1
"1112","box","danville",1
"1113","boys","clubs",1
"1114","boys","rigging",1
"1115","brains","time",1
"1116","brandeis","secretary",1
"1117","breast","beating",1
"1118","breed","poverty",1
"1119","breton","legend",1
"1120","bricker","proposal",1
"1121","brickwedde","murphy",1
"1122","brig","j.a",1
"1123","bright","brave",1
"1124","brightest","view",1
"1125","brilliant","campaigner",1
"1126","brilliant","conservative",1
"1127","brimming","financial",1
"1128","bring","fundamentally",1
"1129","bring","home",1
"1130","bring","lausche",1
"1131","brisk","race",1
"1132","bristol","lives",1
"1133","bristol","trade",1
"1134","britain","conditioned",1
"1135","britain","loses",1
"1136","britain","means",1
"1137","britain's","crisis",1
"1138","british","action",1
"1139","british","call",1
"1140","british","conservative",1
"1141","british","election",1
"1142","british","elections",1
"1143","british","electorate",1
"1144","british","exhibitors",1
"1145","british","films",1
"1146","british","government",1
"1147","british","importations",1
"1148","british","labor",1
"1149","british","liberals",1
"1150","british","newspaper",1
"1151","british","people",1
"1152","british","pictures",1
"1153","british","political",1
"1154","british","prime",1
"1155","british","productions",1
"1156","british","public",1
"1157","british","refused",1
"1158","british","socialism",1
"1159","british","statesmen",1
"1160","britishamerican","trade",1
"1161","broad","economic",1
"1162","broad","policies",1
"1163","broad","tidal",1
"1164","broad","trends",1
"1165","broad","upturn",1
"1166","broader","context",1
"1167","broader","service",1
"1168","broke","precedent",1
"1169","broken","civilizations",1
"1170","brookings","institution",1
"1171","brooks","parker",1
"1172","brought","charges",1
"1173","brought","suit",1
"1174","brought","victory",1
"1175","brown","permitted",1
"1176","bruce","knight",1
"1177","bruised","mon",1
"1178","bryan","concluded",1
"1179","bryan","disagreed",1
"1180","budget","arises",1
"1181","budget","calls",1
"1182","budget","dewey",1
"1183","budget","estimates",1
"1184","budget","plans",1
