"","word1","word2","n"
"259","illimitable","profits",2
"260","imagination","coupled",2
"261","immediately","consigned",2
"262","impossible","compromises",2
"263","income","tax",2
"264","incredible","political",2
"265","independent","government",2
"266","individual","income",2
"267","industrial","bonds",2
"268","internal","malaise",2
"269","internal","security",2
"270","investment","account",2
"271","investment","operation",2
"272","investment","opportunities",2
"273","investors","contractors",2
"274","jointed","illustrated",2
"275","jolly","slav",2
"276","joseph","martin",2
"277","juggling","act",2
"278","julius","hirsch",2
"279","k's","rise",2
"280","k's","travels",2
"281","khrushchev","rose",2
"282","labor","union",2
"283","largest","corporations",2
"284","leaving","hugh",2
"285","led","collectively",2
"286","lending","money",2
"287","liberal","legislation",2
"288","liberal","wing",2
"289","liberals","led",2
"290","lobby","called",2
"291","local","officials",2
"292","low","yield",2
"293","lower","taxes",2
"294","machinery","centers",2
"295","maintaining","party",2
"296","major","alternative",2
"297","major","factor",2
"298","major","profit",2
"299","mares","resumed",2
"300","marginal","democratic",2
"301","marxist","goals",2
"302","mass","production",2
"303","master","plan",2
"304","maturing","investments",2
"305","middle","income",2
"306","military","preparedness",2
"307","minor","formatting",2
"308","miracle","belongs",2
"309","miracle","wallace",2
"310","modest","returns",2
"311","month","renounced",2
"312","monumental","sweep",2
"313","moral","element",2
"314","multiplying","production",2
"315","mystical","henry",2
"316","mystical","overtones",2
"317","mythical","national",2
"318","nation","eviscerated",2
"319","national","candidates",2
"320","national","chairman",2
"321","national","level",2
"322","national","rural",2
"323","national","ticket",2
"324","national","tickets",2
"325","neglected","london",2
"326","nreca","clyde",2
"327","offered","differences",2
"328","offs","macmillan",2
"329","opinion","polls",2
"330","opposition","votes",2
"331","oregon","washington",2
"332","organization","built",2
"333","original","column",2
"334","original","formatting",2
"335","original","purpose",2
"336","ownership","fade",2
"337","parliamentary","minority",2
"338","partnership","policy",2
"339","party","frustrates",2
"340","party","lines",2
"341","party","machinery",2
"342","party","suited",2
"343","party","vigor",2
"344","past","leaving",2
"345","perfect","accuracy",2
"346","personal","appeal",2
"347","personal","responsibility",2
"348","photographed","amid",2
"349","political","campaigns",2
"350","political","lawyers",2
"351","political","phantoms",2
"352","political","revolution",2
"353","politically","active",2
"354","polling","business",2
"355","potomac","paradise",2
"356","potomac","river",2
"357","power","monopoly",2
"358","practical","advantages",2
"359","practical","colleagues",2
"360","practical","people",2
"361","premier","visited",2
"362","president","eisenhower",2
"363","president's","veto",2
"364","pressure","lobby",2
"365","pressure","organization",2
"366","price","bill",2
"367","private","investor",2
"368","produces","apathy",2
"369","produces","excitement",2
"370","profound","obligation",2
"371","progressive","agriculture",2
"372","promises","illimitable",2
"373","promises","lower",2
"374","promoters","political",2
"375","propaganda","duly",2
"376","prostrate","liberal",2
"377","provide","boating",2
"378","provide","federal",2
"379","public","housing",2
"380","public","servant",2
"381","published","memoirs",2
"382","purpose","permitted",2
"383","push","rural",2
"384","quietly","moving",2
"385","radical","vote",2
"386","rain","falls",2
"387","reasonable","portion",2
"388","recently","proposed",2
"389","recently","published",2
"390","reform","movement",2
"391","regain","power",2
"392","remote","farmers",2
"393","renounced","marxism",2
"394","reporters","threw",2
"395","republican","campaign",2
"396","republican","counties",2
"397","republican","leaders",2
"398","republican","support",2
"399","republicans","supplied",2
"400","residence","requirements",2
"401","respective","chairmen",2
"402","responsible","freedom",2
"403","responsible","party",2
"404","rich","windfalls",2
"405","river","project",2
"406","roosevelt","term",2
"407","rural","electric",2
"408","rural","electrical",2
"409","russia","specialists",2
"410","russian","officer",2
"411","russian","trait",2
"412","safely","governed",2
"413","savings","account",2
"414","school","construction",2
"415","secretary","benson",2
"416","semi","desert",2
"417","servant","secretary",2
"418","services","housing",2
"419","shaw","economists",2
"420","short","personal",2
"421","short","term",2
"422","single","system's",2
"423","slum","clearance",2
"424","social","democrats",2
"425","social","services",2
"426","socialists","alike",2
"427","soft","appeal",2
"428","soil","bank",2
"429","soviet","juggling",2
"430","soviet","photographers",2
"431","soviet","reporters",2
"432","space","permits",2
"433","stainless","steel",2
"434","stalin's","death",2
"435","static","electorate",2
"436","statistical","pigs",2
"437","statistical","successes",2
"438","statistically","transformed",2
"439","street","financing",2
"440","strong","active",2
"441","supreme","court",2
"442","surplus","rose",2
"443","swimming","picnicking",2
"444","switch","offs",2
"445","system's","program",2
"446","taft","hartley",2
"447","talents","henry",2
"448","tax","free",2
"449","tax","relief",2
"450","term","governments",2
"451","term","low",2
"452","terrible","fiascoes",2
"453","time","heavily",2
"454","tokyo","hospital",2
"455","total","earned",2
"456","tourist","trade",2
"457","tracts","east",2
"458","trade","unionists",2
"459","trade","unions",2
"460","trade","west",2
"461","tva","model",2
"462","u.s","house",2
"463","unfolding","picture",2
"464","unionists","welfare",2
"465","university","intellectuals",2
"466","unusual","function",2
"467","urban","renewal",2
"468","utterly","failed",2
"469","vast","imagination",2
"470","vast","investment",2
"471","vast","scheme",2
"472","vast","tracts",2
"473","vincent","astor",2
"474","voters","increases",2
"475","votes","cast",2
"476","wage","earners",2
"477","walter","reuther",2
"478","washington","lobby",2
"479","watchful","eye",2
"480","weariness","impatience",2
"481","webbs","bitter",2
"482","weeks","ago",2
"483","welfare","workers",2
"484","west","germany",2
"485","western","allies",2
"486","wholesome","character",2
"487","wholly","abnormal",2
"488","wide","publicity",2
"489","wide","similarity",2
"490","window","ledge",2
"491","wonderful","farm",2
"492","workers","amateur",2
"493","workers","nationalization",2
"494","yield","governments",2
"495","york","bank",2
"496","aa","august",1
"497","abandoning","job",1
"498","abolishing","income",1
"499","abolishing","poverty",1
"500","absentee","ballots",1
"501","abstention","republican",1
"502","abundant","evidence",1
"503","academic","freedom",1
"504","accelerated","growth",1
"505","accelerating","drop",1
"506","acceptable","method",1
"507","acceptle","ance",1
"508","accounting","act",1
"509","accurate","pre",1
"510","accurately","designed",1
"511","achieving","economic",1
"512","acquiescence","permitted",1
"513","active","candidates",1
"514","actual","physical",1
"515","actual","revenues",1
"516","acute","foreign",1
"517","acutely","sensitive",1
"518","ada","coalithus",1
"519","added","challenge",1
"520","additional","easy",1
"521","additional","party",1
"522","additional","strength",1
"523","additional","text",1
"524","address","published",1
"525","adequate","money",1
"526","adequate","supply",1
"527","administration","countless",1
"528","administration","vigorously",1
"529","administration's","insistence",1
"530","administration’s","power",1
"531","administrators","settle",1
"532","advocate","recognition",1
"533","aeial","u.s",1
"534","affect","voters",1
"535","affiliation","democratic",1
"536","afl","cio’s",1
"537","age","foundation’s",1
"538","aged","persons",1
"539","agencies","publish",1
"540","aggression","eisenhower",1
"541","ago","established",1
"542","agrarian","expert",1
"543","agricultural","policies",1
"544","agricultural","regions",1
"545","airplane","industry",1
"546","aj","invalid",1
"547","ak","governors",1
"548","albert","nash",1
"549","alcorn","program",1
"550","alcorn’s","suggestion",1
"551","alien","property",1
"552","alike","burden",1
"553","alike","en",1
"554","alike","encourage",1
"555","alleged","improper",1
"556","allegedly","independent",1
"557","alleviate","human",1
"558","aloud","kennedy",1
"559","alton","brooks",1
"560","american","aid",1
"561","american","astor",1
"562","american","children",1
"563","american","citizen",1
"564","american","citizens",1
"565","american","civilians",1
"566","american","colonies",1
"567","american","enterprise",1
"568","american","habit",1
"569","american","herit",1
"570","american","heritage",1
"571","american","military",1
"572","american","minds",1
"573","american","party",1
"574","american","people",1
"575","american","policy",1
"576","american","revolution",1
"577","americans","east",1
"578","americans","killed",1
"579","amount","annually",1
"580","ampaign","orators",1
"581","analogy","congressman",1
"582","ance","speech",1
"583","ancient","concept",1
"584","annual","messages",1
"585","annual","regional",1
"586","anonymous","bureaucrat",1
"587","answered","don’t",1
"588","anthony","leviero",1
"589","anti","labor",1
"590","anticipated","growth",1
"591","ap","quoted",1
"592","apap","ak",1
"593","apartment","house",1
"594","apparent","unable",1
"595","applying","federal",1
"596","appointed","officer",1
"597","appointive","offices",1
"598","apprehensions","party",1
"599","apprenu.s","patent",1
"600","approximately","threeof",1
"601","april","meeting",1
"602","ar","ce",1
"603","ar","frauds",1
"604","ard","comment",1
"605","ardent","patriotism",1
"606","aridrew","schoeppel",1
"607","aristocrat","jefferson",1
"608","arthur","krock",1
"609","article","seemingly",1
"610","as_","chores",1
"611","asia","africa",1
"612","assembly","republicans",1
"613","assistance","grants",1
"614","assistance","recipients",1
"615","assured","security",1
"616","astor","lived",1
"617","astor","opposed",1
"618","astor's","heart",1
"619","ate","study",1
"620","atomic","quest",1
"621","attack","bureauitis",1
"622","attack","rests",1
"623","attendance","age",1
"624","attending","school",1
"625","attractive","candidates",1
"626","attractive","countryside",1
"627","auguration","dies",1
"628","august","kennedy",1
"629","australia","hawaii",1
"630","authentic","leaders",1
"631","authorize","henry",1
"632","automatic","milker",1
"633","automation","foreign",1
"634","automobile","industry",1
"635","autumn","days",1
"636","average","citizen",1
"637","average","conservative",1
"638","averaged","million",1
"639","avoid","overlapping",1
"640","avoid","predictions",1
"641","awful","decisions",1
"642","ay","olan",1
"643","bad","manners",1
"644","bag","campaign",1
"645","balanced","chronic",1
"646","ball","minnesota",1
"647","ballots","regarded",1
"648","barred","battered",1
"649","barring","war",1
"650","baseball","aver",1
"651","basic","designs",1
"652","basic","element",1
"653","basic","organization",1
"654","basic","rate",1
"655","basic","unit",1
"656","basin","approximately",1
"657","befell","thomas",1
"658","believes","destiny",1
"659","beloved","president",1
"660","benefits","paid",1
"661","bennett","dewey",1
"662","bennion","committee",1
"663","benson","agricultural",1
"664","benson","farm",1
"665","bernard","baruch",1
"666","bethe","people",1
"667","bewildering","variety",1
"668","biennial","elections",1
"669","bigger","planes",1
"670","bill","died",1
"671","bill","recognizes",1
"672","billion","increases",1
"673","billion","raised",1
"674","billions","undertake",1
"675","billy","graham",1
"676","bipartisan","statistical",1
"677","bishi","ops",1
"678","bitter","indignation",1
"679","bitter","memory",1
"680","bitterly","opposed",1
"681","blatant","examples",1
"682","blind","acceptance",1
"683","board","aid",1
"684","board","neatly",1
"685","bonds","principle",1
"686","book","don’t",1
"687","book","filling",1
"688","book","pollsum",1
"689","borough","council",1
"690","borough","labor",1
"691","borrowing","capacity",1
"692","bounty","economics",1
"693","breed","multitudes",1
"694","breton","legend",1
"695","brig","j.a",1
"696","bright","brave",1
"697","bring","fundamentally",1
"698","bristol","lives",1
"699","bristol","trade",1
"700","british","call",1
"701","british","elections",1
"702","british","model",1
"703","british","politics",1
"704","broad","tidal",1
"705","broke","precedent",1
"706","brooks","parker",1
"707","bruised","mon",1
"708","budget","cuts",1
"709","build","planes",1
"710","building","soundly",1
"711","burden","onstrate",1
"712","bush’s","warning",1
"713","business","administration",1
"714","business","community",1
"715","business","enterprise",1
"716","business","enterprises",1
"717","business","leaders",1
"718","business","management",1
"719","business","stress",1
"720","business","travelers",1
"721","businessmen","concerned",1
"722","butler","plan",1
"723","buy","pay",1
"724","buying","war",1
"725","byrd","told",1
"726","byrd’s","office",1
"727","cabinet","level",1
"728","cal","writers",1
"729","californ","fight",1
"730","california","governor",1
"731","california","republican",1
"732","call","analysis",1
"733","call","social",1
"734","called","independents",1
"735","called","society",1
"736","called","stat",1
"737","called","trust",1
"738","calls","permitted",1
"739","campaign","chairmen",1
"740","campaign","committee",1
"741","campaign","techniques",1
"742","campaign","workers",1
"743","campaigning","distinguish",1
"744","campaigning","methods",1
"745","campaigning","west",1
"746","candidate","dewey",1
"747","candidate","rely",1
"748","candidate","traveled",1
"749","candidate","whenhe",1
"750","candidate's","wife",1
"751","candidates","habit",1
"752","candidates","kennedy",1
"753","canyon","bill",1
"754","capehart","capehart",1
"755","capis","trano",1
"756","capital","gains",1
"757","capitalist","japan",1
"758","capricious","disorderly",1
"759","captain","astor's",1
"760","captive","workers",1
"761","car","television",1
"762","card","preferences",1
"763","care","benefits",1
"764","carefree","warren",1
"765","careful","perusal",1
"766","cargo","flying",1
"767","carried","california",1
"768","carry","fiscal",1
"769","cast","death",1
"770","casting","absentee",1
"771","catastrophic","illness",1
"772","catholic","bishi",1
"773","ce","candidate",1
"774","cent","corporate",1
"775","cent","nature",1
"776","cent","parity",1
"777","cent","patman",1
"778","cent","score",1
"779","century","ago",1
"780","century","nationalism",1
"781","cerebral","thrombosis",1
"782","chain","stores",1
"783","chairman","meade",1
"784","chairman’s","job",1
"785","chairmen","moley",1
"786","change","optimism",1
"787","charles","seymour",1
"788","chase","smith",1
"789","check","counties",1
"790","chicago","acceptle",1
"791","chicane","force",1
"792","chief","adviser",1
"793","chief","consulting",1
"794","chief","means",1
"795","chief","petty",1
"796","chief","proponent",1
"797","china","japan",1
"798","chinese","intervention",1
"799","choice","hard",1
"800","choice","tion",1
"801","chores","senators",1
"802","christian","churches",1
"803","chronick","conducted",1
"804","cial","patterns",1
"805","cio","news",1
"806","cio","resolution",1
"807","cio","selected",1
"808","cio","strategy",1
"809","cio’s","cope",1
"810","circumstance","offer",1
"811","cite","ay",1
"812","citizen","lost",1
"813","city","bennett",1
"814","city","block",1
"815","city","demoboss",1
"816","civilization","physical",1
"817","civilization","witness",1
"818","clacking","computer",1
"819","claim","credit",1
"820","class","henry",1
"821","claude","debussy",1
"822","clean","cut",1
"823","clements","douglas",1
"824","close","associates",1
"825","close","balance",1
"826","close","election",1
"827","close","loopholes",1
"828","close","numerous",1
"829","closely","japan’s",1
"830","clumsy","laws",1
"831","clumsy","politically",1
"832","coattail","riders",1
"833","coattails","broad",1
"834","cold","satisfaction",1
"835","collaborator","estes",1
"836","collect","timate",1
"837","collecting","tank",1
"838","college","lad",1
"839","colorado","note",1
"840","columbia","barring",1
"841","columbia","university",1
"842","column","separation",1
"843","columnar","layout",1
"844","combined","pay",1
"845","coming","election",1
"846","commission","reported",1
"847","commit","pollsum",1
"848","committed","nixon",1
"849","committee","failed",1
"850","committee","meeting",1
"851","committee","spread",1
"852","committeeman","december",1
"853","committeemen","harrison",1
"854","committee’s","job",1
"855","common","purpose",1
"856","communism","communists",1
"857","communism","politicians",1
"858","communist","believes",1
"859","communist","countries",1
"860","communist","declare",1
"861","communist","frontier",1
"862","communist","propaganda",1
"863","communist","terms",1
"864","communists","entered",1
"865","competitive","capitalism",1
"866","competitive","economic",1
"867","compilations","concerns",1
"868","compiling","records",1
"869","complete","agreement",1
"870","complete","analysis",1
"871","complete","answer",1
"872","complete","decentralization",1
"873","completed","transactions",1
"874","complex","system",1
"875","complex","task",1
"876","complicated","process",1
"877","complicated","technical",1
"878","comprehensive","revenue",1
"879","comprises","constit",1
"880","comprises","constituencies",1
"881","comprises","voting",1
"882","compulsion","including",1
"883","compulsory","attendance",1
"884","computer","machines",1
"885","computing","machines",1
"886","comwas","set",1
"887","con","science",1
"888","conceived","red",1
"889","concentrated","power",1
"890","concern","slichter's",1
"891","concerns","republican",1
"892","condition","coming",1
"893","conduct","research",1
"894","conducting","investi",1
"895","conference","board",1
"896","conference","richard",1
"897","conferences","devoted",1
"898","confidence","ah",1
"899","confidently","assume",1
"900","conflicting","farm",1
"901","confusing","versions",1
"902","congress","failed",1
"903","congress","including",1
"904","congress","sets",1
"905","congress","share",1
"906","congress","winning",1
"907","congresses","items",1
"908","congresses","opposed",1
"909","congresses","removal",1
"910","congressional","campaign",1
"911","congressional","duties",1
"912","congressional","probes",1
"913","congressional","seats",1
"914","congressman","patman",1
"915","congressman","simpson",1
"916","conservative","agent",1
"917","conservative","candidates",1
"918","conservative","constituency",1
"919","conservative","dem",1
"920","conservative","estimate",1
"921","conservative","fight",1
"922","conservative","office",1
"923","conservative","organiza",1
"924","conservative","organization",1
"925","conservatively","inclined",1
"926","conservatives","waste",1
"927","considerable","proportion",1
"928","considerable","return",1
"929","considerable","study",1
"930","considerable","time",1
"931","constituency","agent",1
"932","constituency","headquarters",1
"933","constituency","votes",1
"934","constituents","editorials",1
"935","constitutional","ar",1
"936","constitutional","convention",1
"937","constitutional","duty",1
"938","consulting","actuary",1
"939","contest","senator",1
"940","contested","districts",1
"941","continually","changing",1
"942","continue","spending",1
"943","contributing","editor",1
"944","control","control",1
"945","control","dr",1
"946","convention","strategy",1
"947","conversion","ee",1
"948","convert","democrats",1
"949","converting","republicans",1
"950","cook","county",1
"951","cool","autumn",1
"952","cope","chief",1
"953","cope","committee",1
"954","cope","line",1
"955","cope","victorious",1
"956","cope’s","harvest",1
"957","coronary","thrombosis",1
"958","corporate","income",1
"959","corporate","mind",1
"960","corporate","rates",1
"961","corporate","tax",1
"962","corporate","taxes",1
"963","corporation","ft",1
"964","corporation","shift",1
"965","corporation","tax",1
"966","corporation","taxes",1
"967","corporations","engaged",1
"968","correct","statement",1
"969","corroborative","materials",1
"970","corruption","personalities",1
"971","counties","voted",1
"972","countless","chinese",1
"973","countless","local",1
"974","countless","votes",1
"975","countries","ideology",1
"976","country","concern",1
"977","county","iil",1
"978","courtney","brown",1
"979","cover","elderly",1
"980","cowles","publications",1
"981","cozen","independents",1
"982","cq","revised",1
"983","crazy","federal",1
"984","creased","activity",1
"985","creative","conservative",1
"986","criminal","justice",1
"987","critical","materials",1
"988","critical","moment",1
"989","cronies","highballs",1
"990","crowley","alien",1
"991","crowning","mischief",1
"992","culprit","destiny",1
"993","curious","book",1
"994","curious","mix",1
"995","curious","public",1
"996","current","craze",1
"997","current","hapare",1
"998","current","obsession",1
"999","current","trend",1
"1000","cycle","official",1
"1001","daily","appearances",1
"1002","dan","throop",1
"1003","dangerous","rumor",1
"1004","daniel","webster",1
"1005","david","eccles",1
"1006","david","mccord",1
"1007","day","conference",1
"1008","day","elections",1
"1009","day","exhibition",1
"1010","day","press",1
"1011","day","satisfies",1
"1012","days","collect",1
"1013","days","missouri",1
"1014","days","soothe",1
"1015","deadly","enemies",1
"1016","deadly","opiate",1
"1017","deal","depart",1
"1018","deal","economists",1
"1019","deal","reelected",1
"1020","dealers","sinclairites",1
"1021","dearest","friends",1
"1022","death","resignation",1
"1023","debussy","painted",1
"1024","december","days",1
"1025","decisive","independ",1
"1026","decisive","minority",1
"1027","dedi","cated",1
"1028","deep","rity",1
"1029","deeply","concerned",1
"1030","deeply","religious",1
"1031","defeat","earnestly",1
"1032","defeat","edmund",1
"1033","defeat","senator",1
"1034","definitive","interpretation",1
"1035","delegating","responsibility",1
"1036","deliberately","franchise",1
"1037","democracy","safely",1
"1038","democracy's","exponent",1
"1039","democrat","sen",1
"1040","democratic","candidate",1
"1041","democratic","candidates",1
"1042","democratic","chairman",1
"1043","democratic","congress",1
"1044","democratic","counties",1
"1045","democratic","families",1
"1046","democratic","future",1
"1047","democratic","majority",1
"1048","democratic","organization",1
"1049","democratic","platform",1
"1050","democratic","primary",1
"1051","democratic","republican",1
"1052","democratic","senators",1
"1053","democratic","vote",1
"1054","democratic","votes",1
"1055","democrats","cast",1
"1056","democrats","march",1
"1057","democrats","supplied",1
"1058","democrats","voted",1
"1059","demoesatil","platform",1
"1060","denied","indiscriminate",1
"1061","dential","candidate",1
"1062","department","heads",1
"1063","depreciation","provision",1
"1064","des","moines",1
"1065","design","political",1
"1066","designated","spots",1
"1067","destroy","liberty",1
"1068","detailed","information",1
"1069","detailed","issues",1
"1070","determinism","wait",1
"1071","developing","hydroelectric",1
"1072","devout","communist",1
"1073","devoutly","hope",1
"1074","dewey","clare",1
"1075","dewey’s","million",1
"1076","didn’t","understand",1
"1077","died","kennedy",1
"1078","differs","fundamentally",1
"1079","dingy","inexpensive",1
"1080","dire","fate",1
"1081","direct","authority",1
"1082","direct","contradiction",1
"1083","direct","methods",1
"1084","directing","local",1
"1085","disability","confront",1
"1086","disabled","president",1
"1087","disaster","befell",1
"1088","discipline","oth",1
"1089","discipline","teachers",1
"1090","discourage","hard",1
"1091","discriminating","intelligence",1
"1092","disgraceful","exhibition",1
"1093","disorderly","thinking",1
"1094","distinguished","visitor",1
"1095","district","fresno",1
"1096","districts","republican",1
"1097","districts","switched",1
"1098","dividend","relief",1
"1099","doctrine","brought",1
"1100","domestic","concern",1
"1101","domestic","issues",1
"1102","domestic","reform",1
"1103","donald","nelson",1
"1104","double","jointed",1
"1105","doubt","created",1
"1106","doubt","thousands",1
"1107","douglas","lehman",1
"1108","dr","s.m",1
"1109","drastic","budget",1
"1110","drastically","weakened",1
"1111","draw","heavily",1
"1112","drawn","attention",1
"1113","dropping","functions",1
"1114","duty","personal",1
"1115","ea","ero",1
"1116","earl","warren",1
"1117","earlier","statement",1
"1118","earlier","suggestion",1
"1119","earned","dollar",1
"1120","earners","move",1
"1121","earnestly","desired",1
"1122","earth","practice",1
"1123","easily","interpreted",1
"1124","easily","spell",1
"1125","easily","understandable",1
"1126","east","south",1
"1127","eastern","border",1
"1128","eastern","money",1
"1129","easy","districts",1
"1130","easy","victims",1
"1131","easy","victory",1
"1132","eccles","minister",1
"1133","economic","cycle",1
"1134","economic","earthquake",1
"1135","economic","excesses",1
"1136","economic","interpretation",1
"1137","economic","issues",1
"1138","economic","political",1
"1139","economic","status",1
"1140","economic","system",1
"1141","economic","theories",1
"1142","economic","wizards",1
"1143","economics","popular",1
"1144","economists","hold",1
"1145","economy","congress",1
"1146","economy","minded",1
"1147","ective","registered",1
"1148","ed","flynn",1
"1149","editor","moley",1
"1150","editorial","personnel",1
"1151","edmund","burke",1
"1152","education","association",1
"1153","education","boon",1
"1154","education","moved",1
"1155","educational","programs",1
"1156","educators","rose",1
"1157","ee","popular",1
"1158","effective","options",1
"1159","efficient","mass",1
"1160","efficient","organization",1
"1161","efficient","system",1
"1162","eggers","labor",1
"1163","egghead","shadow",1
"1164","eisenhower","agree",1
"1165","eisenhower","benson",1
"1166","eisenhower","issues",1
"1167","eisenhower","majority",1
"1168","eisenhower","partnership",1
"1169","eisenhower","program",1
"1170","eisenhower","publish",1
"1171","eisenhower","received",1
"1172","eisenhower","roll",1
"1173","eisenhower's","pro",1
"1174","elect","morse",1
"1175","elect","thomas",1
"1176","elected","byrd",1
"1177","elected","inby",1
"1178","election","congress",1
"1179","election","kansas",1
"1180","election","laws",1
